vendor_id,tax_period,total_itc_claimed,itc_matched,itc_at_risk,leakage_percentage,aging_bucket
VND03226,2023-Q2,428414,176925,251489,58.7,60+
VND01279,2023-Q3,81260,42091,39169,48.2,31-60
VND03533,2023-Q1,135752,29632,106120,78.17,31-60
VND04935,2023-Q3,102003,22337,79666,78.1,0-30
VND01976,2023-Q2,58981,42794,16187,27.44,0-30
VND03505,2023-Q2,227412,221320,6092,2.68,31-60
VND01593,2023-Q3,374289,228429,145860,38.97,60+
VND03647,2023-Q2,329459,53998,275461,83.61,31-60
VND04906,2023-Q1,192006,54721,137285,71.5,60+
VND04710,2023-Q2,492655,396268,96387,19.56,0-30
VND00197,2023-Q3,226017,41046,184971,81.84,0-30
VND00651,2023-Q2,494110,123595,370515,74.99,31-60
VND02804,2023-Q1,315828,174124,141704,44.87,31-60
VND04510,2023-Q2,249033,155393,93640,37.6,31-60
VND00392,2023-Q2,87465,34282,53183,60.8,0-30
VND02617,2023-Q2,314229,220141,94088,29.94,60+
VND00735,2023-Q1,212410,107438,104972,49.42,0-30
VND02644,2023-Q1,148273,121215,27058,18.25,60+
VND02088,2023-Q2,402412,306087,96325,23.94,0-30
VND02241,2023-Q3,314951,55342,259609,82.43,31-60
VND04524,2023-Q1,437527,104646,332881,76.08,60+
VND01465,2023-Q1,377122,256929,120193,31.87,0-30
VND03688,2023-Q3,323463,268378,55085,17.03,60+
VND04828,2023-Q1,357456,204834,152622,42.7,0-30
VND00514,2023-Q2,397293,200564,196729,49.52,0-30
VND00911,2023-Q2,266242,25636,240606,90.37,0-30
VND03512,2023-Q1,492113,444071,48042,9.76,31-60
VND02433,2023-Q1,196129,67549,128580,65.56,60+
VND00594,2023-Q1,314339,106916,207423,65.99,0-30
VND04096,2023-Q3,234979,153164,81815,34.82,60+
VND03397,2023-Q1,109157,101880,7277,6.67,60+
VND03280,2023-Q1,212671,200400,12271,5.77,31-60
VND00316,2023-Q3,294981,75457,219524,74.42,31-60
VND04947,2023-Q2,209893,50968,158925,75.72,60+
VND02103,2023-Q1,65200,61690,3510,5.38,31-60
VND04565,2023-Q2,155728,83908,71820,46.12,60+
VND01280,2023-Q2,439726,253295,186431,42.4,0-30
VND02495,2023-Q2,209026,185018,24008,11.49,0-30
VND00100,2023-Q3,56734,49875,6859,12.09,0-30
VND04731,2023-Q1,99851,43606,56245,56.33,0-30
VND03951,2023-Q1,182972,155010,27962,15.28,31-60
VND04015,2023-Q2,206545,176413,30132,14.59,60+
VND04864,2023-Q1,257899,24306,233593,90.58,0-30
VND02476,2023-Q3,223088,172258,50830,22.78,0-30
VND03279,2023-Q1,196054,108941,87113,44.43,0-30
VND03257,2023-Q2,473206,178354,294852,62.31,60+
VND03099,2023-Q3,284789,268871,15918,5.59,31-60
VND01999,2023-Q2,88070,39294,48776,55.38,60+
VND03373,2023-Q1,144122,69767,74355,51.59,0-30
VND03807,2023-Q3,301420,92933,208487,69.17,31-60
VND01962,2023-Q3,497861,295611,202250,40.62,0-30
VND04699,2023-Q3,163541,83518,80023,48.93,0-30
VND00072,2023-Q1,145944,52498,93446,64.03,31-60
VND01119,2023-Q1,140194,69140,71054,50.68,60+
VND02026,2023-Q1,105003,80861,24142,22.99,31-60
VND03046,2023-Q1,492097,255512,236585,48.08,0-30
VND03203,2023-Q2,311586,301889,9697,3.11,60+
VND00141,2023-Q1,211406,111755,99651,47.14,0-30
VND03738,2023-Q1,199021,22222,176799,88.83,31-60
VND04253,2023-Q2,331700,234296,97404,29.37,60+
VND04123,2023-Q2,84676,49961,34715,41.0,31-60
VND01086,2023-Q1,360143,323763,36380,10.1,0-30
VND00426,2023-Q1,351867,314847,37020,10.52,0-30
VND02340,2023-Q3,273880,81470,192410,70.25,0-30
VND02880,2023-Q2,393750,115105,278645,70.77,0-30
VND03695,2023-Q1,216901,48742,168159,77.53,0-30
VND04385,2023-Q3,281770,186757,95013,33.72,31-60
VND00712,2023-Q1,202429,175655,26774,13.23,31-60
VND01380,2023-Q2,156383,23250,133133,85.13,31-60
VND02206,2023-Q2,162861,152269,10592,6.5,31-60
VND04834,2023-Q1,60505,53125,7380,12.2,60+
VND01609,2023-Q3,298631,242987,55644,18.63,31-60
VND01684,2023-Q2,200737,66140,134597,67.05,60+
VND01804,2023-Q3,135742,85196,50546,37.24,31-60
VND00026,2023-Q2,175415,89940,85475,48.73,60+
VND03347,2023-Q1,320441,196353,124088,38.72,31-60
VND01611,2023-Q2,226023,119243,106780,47.24,0-30
VND03660,2023-Q1,475601,103301,372300,78.28,0-30
VND00654,2023-Q3,64045,26846,37199,58.08,0-30
VND02993,2023-Q3,385305,306381,78924,20.48,0-30
VND04140,2023-Q2,207124,62543,144581,69.8,31-60
VND04775,2023-Q2,307532,290729,16803,5.46,0-30
VND02469,2023-Q1,468826,324145,144681,30.86,60+
VND02368,2023-Q3,56821,21997,34824,61.29,0-30
VND04441,2023-Q2,136235,55380,80855,59.35,0-30
VND02041,2023-Q2,168630,159993,8637,5.12,0-30
VND01667,2023-Q2,395374,271556,123818,31.32,0-30
VND01771,2023-Q1,464154,422303,41851,9.02,60+
VND03168,2023-Q1,425333,43830,381503,89.7,31-60
VND02390,2023-Q2,468671,262353,206318,44.02,31-60
VND00613,2023-Q1,315078,105526,209552,66.51,60+
VND02139,2023-Q1,65992,25913,40079,60.73,0-30
VND04444,2023-Q2,407404,244441,162963,40.0,0-30
VND00325,2023-Q1,477285,476353,932,0.2,0-30
VND03788,2023-Q1,222193,181073,41120,18.51,0-30
VND03642,2023-Q1,249769,63644,186125,74.52,0-30
VND02535,2023-Q1,441190,133229,307961,69.8,31-60
VND00032,2023-Q1,265441,263656,1785,0.67,0-30
VND04410,2023-Q1,185420,75353,110067,59.36,31-60
VND01684,2023-Q1,383138,102056,281082,73.36,31-60
VND04571,2023-Q1,466343,311318,155025,33.24,31-60
VND01734,2023-Q2,314643,104808,209835,66.69,0-30
VND00114,2023-Q3,430720,331895,98825,22.94,60+
VND01694,2023-Q2,214258,190202,24056,11.23,31-60
VND02630,2023-Q3,371848,305500,66348,17.84,0-30
VND03580,2023-Q1,170601,132226,38375,22.49,31-60
VND01129,2023-Q2,483850,62915,420935,87.0,31-60
VND04395,2023-Q2,241196,111368,129828,53.83,0-30
VND02483,2023-Q2,167533,28329,139204,83.09,0-30
VND01556,2023-Q1,461936,127210,334726,72.46,0-30
VND01770,2023-Q2,295433,285892,9541,3.23,0-30
VND03117,2023-Q2,82123,71898,10225,12.45,31-60
VND03876,2023-Q2,472331,430613,41718,8.83,0-30
VND01115,2023-Q2,401274,212240,189034,47.11,0-30
VND04750,2023-Q1,469256,136066,333190,71.0,60+
VND04936,2023-Q3,168502,44492,124010,73.6,0-30
VND03067,2023-Q2,334836,224200,110636,33.04,0-30
VND03239,2023-Q1,259536,68468,191068,73.62,60+
VND00510,2023-Q2,441155,139494,301661,68.38,60+
VND03037,2023-Q2,241191,58252,182939,75.85,60+
VND03202,2023-Q1,134508,103532,30976,23.03,31-60
VND00664,2023-Q3,218331,200375,17956,8.22,31-60
VND04826,2023-Q3,252560,116362,136198,53.93,31-60
VND01633,2023-Q3,239985,139187,100798,42.0,60+
VND04075,2023-Q1,261639,63664,197975,75.67,31-60
VND02284,2023-Q3,485584,158795,326789,67.3,0-30
VND04366,2023-Q3,465021,159410,305611,65.72,60+
VND04358,2023-Q1,73572,21754,51818,70.43,60+
VND00244,2023-Q1,107908,49669,58239,53.97,60+
VND01803,2023-Q1,67620,57918,9702,14.35,0-30
VND00041,2023-Q1,340423,243438,96985,28.49,60+
VND02299,2023-Q2,195702,169749,25953,13.26,0-30
VND00672,2023-Q3,449337,52457,396880,88.33,60+
VND01411,2023-Q1,484623,66779,417844,86.22,31-60
VND03068,2023-Q2,365192,53246,311946,85.42,31-60
VND04966,2023-Q1,88237,80562,7675,8.7,60+
VND03135,2023-Q1,474757,40598,434159,91.45,0-30
VND02026,2023-Q1,440538,349540,90998,20.66,60+
VND04991,2023-Q1,296832,120265,176567,59.48,60+
VND02641,2023-Q3,142612,139508,3104,2.18,60+
VND02242,2023-Q2,499968,323340,176628,35.33,31-60
VND01953,2023-Q3,403337,60091,343246,85.1,60+
VND01539,2023-Q2,342966,199607,143359,41.8,0-30
VND03802,2023-Q3,472211,359406,112805,23.89,31-60
VND00731,2023-Q2,147294,128817,18477,12.54,31-60
VND02796,2023-Q2,253683,230203,23480,9.26,0-30
VND01173,2023-Q2,494036,208311,285725,57.83,60+
VND04066,2023-Q2,246740,32252,214488,86.93,0-30
VND01070,2023-Q1,287513,97960,189553,65.93,0-30
VND04650,2023-Q1,451116,294874,156242,34.63,0-30
VND03979,2023-Q2,116263,84866,31397,27.01,0-30
VND04540,2023-Q2,488263,435777,52486,10.75,60+
VND04584,2023-Q1,283027,133617,149410,52.79,31-60
VND00413,2023-Q1,251786,25762,226024,89.77,0-30
VND00959,2023-Q3,283868,34234,249634,87.94,31-60
VND01851,2023-Q2,272523,36494,236029,86.61,0-30
VND03202,2023-Q3,430709,355229,75480,17.52,60+
VND04885,2023-Q3,444008,352228,91780,20.67,60+
VND00202,2023-Q1,497496,332286,165210,33.21,31-60
VND04396,2023-Q3,212175,205066,7109,3.35,0-30
VND03176,2023-Q3,266927,194966,71961,26.96,0-30
VND01242,2023-Q3,419195,418358,837,0.2,31-60
VND03830,2023-Q3,248797,155718,93079,37.41,31-60
VND01874,2023-Q1,462029,141344,320685,69.41,31-60
VND04483,2023-Q3,60897,49310,11587,19.03,0-30
VND00320,2023-Q3,339396,41715,297681,87.71,60+
VND00867,2023-Q2,405769,33414,372355,91.77,60+
VND02452,2023-Q3,156660,78719,77941,49.75,31-60
VND00690,2023-Q2,262821,115113,147708,56.2,0-30
VND00118,2023-Q2,494176,173714,320462,64.85,0-30
VND03881,2023-Q3,348528,311483,37045,10.63,0-30
VND02117,2023-Q2,202917,77296,125621,61.91,0-30
VND00243,2023-Q1,106301,30510,75791,71.3,60+
VND01803,2023-Q3,90770,61975,28795,31.72,60+
VND03681,2023-Q1,231711,217035,14676,6.33,31-60
VND03408,2023-Q1,245154,128139,117015,47.73,0-30
VND02610,2023-Q1,482039,380813,101226,21.0,60+
VND04190,2023-Q1,452509,176397,276112,61.02,31-60
VND00121,2023-Q2,446772,39556,407216,91.15,0-30
VND00591,2023-Q1,437577,23383,414194,94.66,60+
VND00347,2023-Q2,499978,479124,20854,4.17,60+
VND00247,2023-Q2,372608,135575,237033,63.61,31-60
VND00773,2023-Q3,124640,102111,22529,18.08,0-30
VND01350,2023-Q2,383881,81308,302573,78.82,31-60
VND04269,2023-Q2,145385,82080,63305,43.54,0-30
VND04637,2023-Q3,405612,97768,307844,75.9,60+
VND00111,2023-Q3,330415,111320,219095,66.31,31-60
VND01101,2023-Q2,226414,86186,140228,61.93,0-30
VND01292,2023-Q1,319714,127095,192619,60.25,60+
VND02821,2023-Q2,107432,88402,19030,17.71,31-60
VND02395,2023-Q1,152000,80060,71940,47.33,0-30
VND04903,2023-Q1,247063,198914,48149,19.49,60+
VND02377,2023-Q2,78812,76777,2035,2.58,60+
VND03484,2023-Q1,168812,87772,81040,48.01,0-30
VND02039,2023-Q2,449714,26245,423469,94.16,60+
VND00879,2023-Q3,345433,171839,173594,50.25,0-30
VND02542,2023-Q2,424601,24540,400061,94.22,60+
VND03100,2023-Q1,278584,174607,103977,37.32,60+
VND04521,2023-Q3,172614,62788,109826,63.63,31-60
VND04528,2023-Q2,158682,28309,130373,82.16,0-30
VND04309,2023-Q2,53164,43093,10071,18.94,31-60
VND00622,2023-Q1,465733,159158,306575,65.83,60+
VND03130,2023-Q1,267136,141431,125705,47.06,60+
VND01389,2023-Q1,114315,61626,52689,46.09,60+
VND04642,2023-Q1,249161,151425,97736,39.23,0-30
VND03469,2023-Q3,154593,119575,35018,22.65,60+
VND02168,2023-Q1,139185,122044,17141,12.32,31-60
VND04934,2023-Q1,89538,68757,20781,23.21,31-60
VND02826,2023-Q1,200819,109032,91787,45.71,0-30
VND01352,2023-Q2,218293,67390,150903,69.13,31-60
VND03613,2023-Q3,400713,33456,367257,91.65,31-60
VND00048,2023-Q2,190508,168305,22203,11.65,60+
VND00502,2023-Q2,111903,26011,85892,76.76,0-30
VND00878,2023-Q2,246804,56880,189924,76.95,0-30
VND03208,2023-Q2,369996,65671,304325,82.25,31-60
VND03070,2023-Q3,450877,215215,235662,52.27,60+
VND01465,2023-Q1,235588,64875,170713,72.46,0-30
VND02195,2023-Q2,369341,103700,265641,71.92,31-60
VND00294,2023-Q1,103483,63417,40066,38.72,60+
VND02809,2023-Q3,195608,88205,107403,54.91,0-30
VND03360,2023-Q1,472618,303021,169597,35.88,31-60
VND02275,2023-Q2,357647,114793,242854,67.9,0-30
VND01964,2023-Q2,146204,31302,114902,78.59,60+
VND03016,2023-Q2,291539,265380,26159,8.97,31-60
VND04637,2023-Q1,321687,286438,35249,10.96,31-60
VND01628,2023-Q3,239989,186243,53746,22.4,0-30
VND01171,2023-Q1,195078,25693,169385,86.83,60+
VND00189,2023-Q2,141111,29019,112092,79.44,31-60
VND02613,2023-Q3,182697,128134,54563,29.87,0-30
VND00728,2023-Q1,258894,31403,227491,87.87,0-30
VND04712,2023-Q1,356957,238222,118735,33.26,31-60
VND01554,2023-Q3,188173,74143,114030,60.6,60+
VND01414,2023-Q3,468721,288842,179879,38.38,60+
VND02700,2023-Q3,407266,29738,377528,92.7,31-60
VND03095,2023-Q3,121830,26277,95553,78.43,0-30
VND02227,2023-Q3,391447,318688,72759,18.59,0-30
VND01726,2023-Q3,373626,21791,351835,94.17,60+
VND03284,2023-Q3,477947,328940,149007,31.18,31-60
VND04288,2023-Q3,91299,76355,14944,16.37,0-30
VND02757,2023-Q3,91806,34226,57580,62.72,60+
VND01752,2023-Q3,305709,173990,131719,43.09,31-60
VND00986,2023-Q2,137141,94687,42454,30.96,60+
VND03180,2023-Q3,357216,232051,125165,35.04,60+
VND00961,2023-Q1,270684,239951,30733,11.35,60+
VND00381,2023-Q2,67399,41470,25929,38.47,60+
VND00995,2023-Q2,499865,329949,169916,33.99,31-60
VND03940,2023-Q3,246907,172275,74632,30.23,31-60
VND00036,2023-Q3,439482,277963,161519,36.75,31-60
VND00878,2023-Q3,184922,78152,106770,57.74,0-30
VND03013,2023-Q2,364881,131226,233655,64.04,31-60
VND04098,2023-Q2,397993,174873,223120,56.06,31-60
VND03701,2023-Q2,206082,89857,116225,56.4,0-30
VND02758,2023-Q3,428552,184581,243971,56.93,0-30
VND04162,2023-Q1,284345,117755,166590,58.59,60+
VND01186,2023-Q1,66940,30943,35997,53.78,60+
VND01555,2023-Q2,55105,31899,23206,42.11,60+
VND01601,2023-Q3,318688,314244,4444,1.39,60+
VND04793,2023-Q1,260858,115117,145741,55.87,60+
VND02032,2023-Q2,85758,35051,50707,59.13,31-60
VND04689,2023-Q3,468927,298009,170918,36.45,0-30
VND01386,2023-Q2,350053,263754,86299,24.65,0-30
VND04639,2023-Q1,210752,70212,140540,66.69,31-60
VND02826,2023-Q2,347656,303810,43846,12.61,60+
VND01317,2023-Q2,163846,99248,64598,39.43,60+
VND03373,2023-Q2,127662,44850,82812,64.87,31-60
VND01066,2023-Q2,418841,274740,144101,34.4,0-30
VND04876,2023-Q2,430748,48902,381846,88.65,31-60
VND04073,2023-Q3,85049,70334,14715,17.3,31-60
VND04597,2023-Q1,426967,335404,91563,21.44,60+
VND00479,2023-Q3,220911,164176,56735,25.68,0-30
VND04799,2023-Q3,429955,134075,295880,68.82,60+
VND04959,2023-Q2,274519,252103,22416,8.17,31-60
VND04785,2023-Q3,239182,219888,19294,8.07,60+
VND03476,2023-Q3,99966,53602,46364,46.38,31-60
VND04159,2023-Q3,54139,23423,30716,56.74,60+
VND00195,2023-Q1,380618,310417,70201,18.44,0-30
VND00858,2023-Q3,208274,140696,67578,32.45,0-30
VND02492,2023-Q1,263818,88076,175742,66.61,31-60
VND00663,2023-Q1,404500,72351,332149,82.11,0-30
VND03299,2023-Q2,236024,223819,12205,5.17,0-30
VND04827,2023-Q3,471878,294761,177117,37.53,0-30
VND04686,2023-Q1,255169,226411,28758,11.27,0-30
VND03451,2023-Q2,331319,87060,244259,73.72,0-30
VND00215,2023-Q1,456774,154983,301791,66.07,0-30
VND02355,2023-Q3,292601,225561,67040,22.91,0-30
VND01972,2023-Q1,98301,24622,73679,74.95,60+
VND01492,2023-Q3,495761,35288,460473,92.88,0-30
VND01069,2023-Q3,75766,69406,6360,8.39,31-60
VND04261,2023-Q3,312048,82485,229563,73.57,31-60
VND02986,2023-Q3,235263,154434,80829,34.36,60+
VND03967,2023-Q3,395157,56180,338977,85.78,31-60
VND00369,2023-Q3,460773,187412,273361,59.33,0-30
VND01261,2023-Q1,188613,179376,9237,4.9,0-30
VND04690,2023-Q1,398570,394523,4047,1.02,0-30
VND01794,2023-Q3,263613,153947,109666,41.6,31-60
VND04844,2023-Q1,62750,38324,24426,38.93,31-60
VND02495,2023-Q1,202761,72340,130421,64.32,60+
VND04419,2023-Q1,154391,89174,65217,42.24,0-30
VND02705,2023-Q3,412610,386380,26230,6.36,31-60
VND02232,2023-Q3,236489,50268,186221,78.74,31-60
VND01911,2023-Q3,451629,106988,344641,76.31,60+
VND01181,2023-Q1,226812,92437,134375,59.25,31-60
VND04574,2023-Q2,389026,49397,339629,87.3,60+
VND04304,2023-Q1,485553,250204,235349,48.47,0-30
VND04082,2023-Q3,499733,177621,322112,64.46,60+
VND00007,2023-Q1,99942,62859,37083,37.1,31-60
VND03050,2023-Q3,473460,69499,403961,85.32,0-30
VND00739,2023-Q3,140300,90577,49723,35.44,0-30
VND01156,2023-Q2,307520,61702,245818,79.94,0-30
VND01408,2023-Q1,392475,89363,303112,77.23,60+
VND03799,2023-Q3,480188,170829,309359,64.42,31-60
VND00908,2023-Q2,149069,130075,18994,12.74,31-60
VND02139,2023-Q3,439702,327482,112220,25.52,60+
VND03321,2023-Q1,180779,40145,140634,77.79,60+
VND02838,2023-Q2,202069,165451,36618,18.12,31-60
VND01963,2023-Q2,192266,125302,66964,34.83,31-60
VND02535,2023-Q3,98328,84527,13801,14.04,31-60
VND00210,2023-Q3,142537,20064,122473,85.92,31-60
VND02049,2023-Q1,138833,112549,26284,18.93,0-30
VND01858,2023-Q3,223703,183788,39915,17.84,0-30
VND03745,2023-Q3,210732,138806,71926,34.13,60+
VND04922,2023-Q3,164334,49129,115205,70.1,0-30
VND01284,2023-Q1,374539,282831,91708,24.49,0-30
VND04589,2023-Q3,155434,79129,76305,49.09,60+
VND03870,2023-Q1,260215,103370,156845,60.28,0-30
VND04955,2023-Q1,420193,288707,131486,31.29,31-60
VND04446,2023-Q1,393016,78551,314465,80.01,60+
VND04305,2023-Q1,54004,31591,22413,41.5,31-60
VND02927,2023-Q3,338730,140650,198080,58.48,0-30
VND04492,2023-Q3,216971,38675,178296,82.18,31-60
VND03090,2023-Q2,125907,100559,25348,20.13,31-60
VND01397,2023-Q1,418093,94059,324034,77.5,60+
VND03326,2023-Q1,151116,76729,74387,49.23,60+
VND02241,2023-Q2,425799,254175,171624,40.31,31-60
VND04916,2023-Q3,71660,38252,33408,46.62,60+
VND02768,2023-Q2,465496,36039,429457,92.26,31-60
VND02318,2023-Q2,307098,22462,284636,92.69,31-60
VND01632,2023-Q2,295677,228524,67153,22.71,0-30
VND00664,2023-Q1,191889,46736,145153,75.64,0-30
VND00006,2023-Q1,157197,120753,36444,23.18,60+
VND02880,2023-Q1,260951,85279,175672,67.32,31-60
VND03937,2023-Q2,166187,99126,67061,40.35,31-60
VND04676,2023-Q1,60702,35646,25056,41.28,0-30
VND03684,2023-Q1,374318,31618,342700,91.55,31-60
VND00941,2023-Q2,210190,89695,120495,57.33,60+
VND00820,2023-Q3,279634,211959,67675,24.2,60+
VND02252,2023-Q1,445188,279410,165778,37.24,0-30
VND00446,2023-Q3,414911,221543,193368,46.6,60+
VND02851,2023-Q2,107862,93065,14797,13.72,31-60
VND04023,2023-Q1,258155,142502,115653,44.8,0-30
VND04098,2023-Q1,408830,224654,184176,45.05,0-30
VND01249,2023-Q1,328016,257554,70462,21.48,31-60
VND02565,2023-Q3,411900,360049,51851,12.59,0-30
VND03925,2023-Q3,96657,81189,15468,16.0,60+
VND02180,2023-Q2,249941,178856,71085,28.44,60+
VND03366,2023-Q3,401901,252030,149871,37.29,60+
VND03211,2023-Q3,140633,140381,252,0.18,0-30
VND01736,2023-Q2,318683,226023,92660,29.08,31-60
VND04895,2023-Q3,374916,205426,169490,45.21,31-60
VND02108,2023-Q1,258396,218305,40091,15.52,60+
VND03470,2023-Q3,326720,31762,294958,90.28,60+
VND03438,2023-Q2,77239,50575,26664,34.52,0-30
VND00708,2023-Q3,182501,44710,137791,75.5,0-30
VND01154,2023-Q3,103777,102291,1486,1.43,0-30
VND02135,2023-Q3,178847,139798,39049,21.83,31-60
VND02894,2023-Q3,206986,114688,92298,44.59,60+
VND01116,2023-Q1,120602,81687,38915,32.27,60+
VND03976,2023-Q1,54445,32822,21623,39.72,31-60
VND02948,2023-Q2,308861,236496,72365,23.43,31-60
VND03400,2023-Q1,218701,27398,191303,87.47,60+
VND03086,2023-Q1,369951,235974,133977,36.21,31-60
VND04858,2023-Q2,71627,44101,27526,38.43,31-60
VND03404,2023-Q2,363815,285687,78128,21.47,60+
VND00877,2023-Q3,344328,206920,137408,39.91,0-30
VND04848,2023-Q1,407244,295920,111324,27.34,0-30
VND03859,2023-Q1,275131,75158,199973,72.68,0-30
VND03910,2023-Q3,446573,220571,226002,50.61,0-30
VND00077,2023-Q3,230792,201838,28954,12.55,31-60
VND03413,2023-Q3,369040,222794,146246,39.63,60+
VND00688,2023-Q1,354969,260642,94327,26.57,60+
VND00471,2023-Q2,461826,99480,362346,78.46,0-30
VND01877,2023-Q2,311383,167922,143461,46.07,31-60
VND04293,2023-Q3,241993,80520,161473,66.73,0-30
VND02602,2023-Q1,125980,73928,52052,41.32,60+
VND02487,2023-Q2,214875,22991,191884,89.3,60+
VND01880,2023-Q1,484680,170632,314048,64.79,60+
VND01449,2023-Q1,293013,284274,8739,2.98,31-60
VND04232,2023-Q3,483211,398314,84897,17.57,0-30
VND00614,2023-Q1,414620,94009,320611,77.33,60+
VND03932,2023-Q1,434566,431933,2633,0.61,60+
VND02366,2023-Q3,76281,47487,28794,37.75,60+
VND03680,2023-Q2,408265,117462,290803,71.23,0-30
VND04825,2023-Q1,378126,359953,18173,4.81,60+
VND01963,2023-Q3,299662,143017,156645,52.27,0-30
VND02219,2023-Q1,180924,81707,99217,54.84,0-30
VND02074,2023-Q3,419421,413489,5932,1.41,0-30
VND02356,2023-Q2,241844,182588,59256,24.5,0-30
VND03128,2023-Q3,320011,302678,17333,5.42,31-60
VND03694,2023-Q1,347515,194150,153365,44.13,31-60
VND02776,2023-Q3,200779,153670,47109,23.46,31-60
VND03788,2023-Q2,400925,335914,65011,16.22,60+
VND03706,2023-Q1,342467,142789,199678,58.31,31-60
VND03245,2023-Q2,128138,116724,11414,8.91,60+
VND03088,2023-Q1,418360,402763,15597,3.73,31-60
VND02197,2023-Q1,155285,49084,106201,68.39,31-60
VND04114,2023-Q1,353612,179841,173771,49.14,31-60
VND01732,2023-Q2,141029,67671,73358,52.02,0-30
VND03344,2023-Q3,478128,260199,217929,45.58,60+
VND02979,2023-Q1,388100,60894,327206,84.31,31-60
VND02440,2023-Q3,71629,23429,48200,67.29,0-30
VND01489,2023-Q3,256617,205660,50957,19.86,0-30
VND02691,2023-Q3,59681,39310,20371,34.13,31-60
VND02848,2023-Q3,293784,74420,219364,74.67,60+
VND02643,2023-Q3,248595,241276,7319,2.94,60+
VND00106,2023-Q1,315237,42414,272823,86.55,31-60
VND02033,2023-Q2,399357,217080,182277,45.64,60+
VND01879,2023-Q3,395287,188848,206439,52.23,31-60
VND04303,2023-Q3,451002,346962,104040,23.07,0-30
VND04078,2023-Q1,271339,58491,212848,78.44,60+
VND01630,2023-Q2,311142,186361,124781,40.1,0-30
VND02835,2023-Q1,437173,298569,138604,31.7,0-30
VND04260,2023-Q3,107836,92854,14982,13.89,60+
VND04706,2023-Q2,274445,114189,160256,58.39,31-60
VND04049,2023-Q3,249664,149077,100587,40.29,0-30
VND00315,2023-Q3,138356,101188,37168,26.86,0-30
VND03347,2023-Q2,290095,89121,200974,69.28,60+
VND02241,2023-Q3,412046,135670,276376,67.07,31-60
VND04083,2023-Q2,73389,60824,12565,17.12,0-30
VND02041,2023-Q3,491546,280593,210953,42.92,0-30
VND04498,2023-Q3,375849,139278,236571,62.94,0-30
VND03513,2023-Q1,208488,128442,80046,38.39,31-60
VND03105,2023-Q1,196122,69272,126850,64.68,31-60
VND03917,2023-Q1,182923,98252,84671,46.29,0-30
VND03224,2023-Q1,87587,39892,47695,54.45,0-30
VND03226,2023-Q1,350771,279036,71735,20.45,31-60
VND02495,2023-Q2,157544,47578,109966,69.8,0-30
VND00151,2023-Q2,143903,51948,91955,63.9,0-30
VND01069,2023-Q2,415452,69580,345872,83.25,31-60
VND01609,2023-Q2,409899,133875,276024,67.34,0-30
VND03132,2023-Q2,338208,147401,190807,56.42,0-30
VND03221,2023-Q1,212537,62898,149639,70.41,60+
VND04429,2023-Q3,315071,112512,202559,64.29,60+
VND03872,2023-Q1,261892,80710,181182,69.18,0-30
VND01938,2023-Q3,296433,239841,56592,19.09,0-30
VND01261,2023-Q2,436445,20030,416415,95.41,60+
VND01553,2023-Q2,363322,216647,146675,40.37,60+
VND04933,2023-Q2,339677,158588,181089,53.31,0-30
VND01220,2023-Q3,393708,101030,292678,74.34,60+
VND00243,2023-Q1,66614,49586,17028,25.56,60+
VND03965,2023-Q1,83707,43542,40165,47.98,0-30
VND02757,2023-Q2,432391,104225,328166,75.9,31-60
VND02801,2023-Q1,155687,80453,75234,48.32,0-30
VND02851,2023-Q2,173489,121686,51803,29.86,60+
VND04053,2023-Q3,223068,169806,53262,23.88,0-30
VND04987,2023-Q3,277990,59354,218636,78.65,31-60
VND02633,2023-Q3,486125,206885,279240,57.44,31-60
VND02934,2023-Q1,114627,60932,53695,46.84,0-30
VND03326,2023-Q2,94771,71546,23225,24.51,60+
