vendor_id,mismatch_rate,filing_delay_frequency,gst_status_score,vendor_risk_score,risk_category
VND03796,0.233,0.343,10,23.03,Low
VND03797,0.056,0.019,14,2.99,Low
VND03798,0.234,0.278,0,20.5,Low
VND03799,0.115,0.201,13,12.64,Low
VND03800,0.135,0.06,0,7.83,Low
VND03801,0.243,0.298,20,21.63,Low
VND03802,0.101,0.176,1,11.07,Low
VND03803,0.124,0.372,3,19.83,Low
VND03804,0.144,0.187,0,13.24,Low
VND03805,0.019,0.287,20,12.25,Low
VND03806,0.031,0.212,15,9.75,Low
VND03807,0.045,0.205,14,9.98,Low
VND03808,0.299,0.258,1,22.29,Low
VND03809,0.227,0.39,13,24.67,Low
VND03810,0.034,0.096,3,5.19,Low
VND03811,0.142,0.393,9,21.41,Low
VND03812,0.197,0.314,17,20.46,Low
VND03813,0.182,0.048,5,9.2,Low
VND03814,0.049,0.299,0,13.92,Low
VND03815,0.072,0.279,3,14.05,Low
VND03816,0.176,0.244,13,16.8,Low
VND03817,0.109,0.302,9,16.47,Low
VND03818,0.298,0.27,15,22.7,Low
VND03819,0.253,0.147,15,15.99,Low
VND03820,0.101,0.068,1,6.74,Low
VND03821,0.253,0.355,8,24.34,Low
VND03822,0.062,0.257,10,12.75,Low
VND03823,0.028,0.225,7,10.11,Low
VND03824,0.102,0.098,12,8.0,Low
VND03825,0.263,0.143,3,16.22,Low
VND03826,0.13,0.036,7,6.63,Low
VND03827,0.018,0.314,13,13.29,Low
VND03828,0.184,0.08,14,10.56,Low
VND03829,0.135,0.128,11,10.52,Low
VND03830,0.249,0.349,13,23.91,Low
VND03831,0.076,0.292,14,14.72,Low
VND03832,0.008,0.251,7,10.35,Low
VND03833,0.181,0.239,8,16.83,Low
VND03834,0.064,0.157,13,8.84,Low
VND03835,0.152,0.375,20,21.06,Low
VND03836,0.115,0.091,8,8.23,Low
VND03837,0.049,0.004,16,2.1,Low
VND03838,0.1,0.203,3,12.1,Low
VND03839,0.243,0.386,10,25.18,Medium
VND03840,0.139,0.105,3,9.76,Low
VND03841,0.042,0.367,1,16.33,Low
VND03842,0.267,0.266,4,21.3,Low
VND03843,0.008,0.291,12,11.97,Low
VND03844,0.188,0.317,3,20.19,Low
VND03845,0.226,0.359,4,23.43,Low
VND03846,0.277,0.183,2,18.39,Low
VND03847,0.207,0.029,11,9.44,Low
VND03848,0.056,0.078,1,5.4,Low
VND03849,0.017,0.09,11,4.3,Low
VND03850,0.099,0.151,16,10.01,Low
VND03851,0.03,0.061,13,3.63,Low
VND03852,0.111,0.328,11,17.55,Low
VND03853,0.272,0.142,12,16.53,Low
VND03854,0.077,0.051,15,5.1,Low
VND03855,0.2,0.0,14,8.0,Low
VND03856,0.059,0.198,16,10.29,Low
VND03857,0.102,0.043,17,5.83,Low
VND03858,0.059,0.181,9,9.61,Low
VND03859,0.217,0.19,14,16.3,Low
VND03860,0.146,0.062,3,8.33,Low
VND03861,0.023,0.346,16,14.76,Low
VND03862,0.222,0.145,19,14.66,Low
VND03863,0.228,0.074,10,12.05,Low
VND03864,0.02,0.032,17,2.08,Low
VND03865,0.148,0.208,12,14.24,Low
VND03866,0.016,0.371,7,15.47,Low
VND03867,0.178,0.086,6,10.55,Low
VND03868,0.09,0.272,13,14.48,Low
VND03869,0.191,0.339,6,21.23,Low
VND03870,0.28,0.351,2,25.24,Medium
VND03871,0.263,0.105,5,14.74,Low
VND03872,0.253,0.015,11,10.69,Low
VND03873,0.002,0.163,11,6.61,Low
VND03874,0.182,0.322,0,20.16,Low
VND03875,0.143,0.263,11,16.26,Low
VND03876,0.108,0.109,6,8.71,Low
VND03877,0.271,0.118,14,15.55,Low
VND03878,0.226,0.021,20,9.86,Low
VND03879,0.116,0.261,1,15.07,Low
VND03880,0.191,0.208,16,15.96,Low
VND03881,0.059,0.095,3,6.15,Low
VND03882,0.223,0.064,7,11.5,Low
VND03883,0.259,0.196,11,18.21,Low
VND03884,0.226,0.292,8,20.73,Low
VND03885,0.23,0.192,17,16.87,Low
VND03886,0.003,0.244,0,9.85,Low
VND03887,0.234,0.339,15,22.92,Low
VND03888,0.088,0.06,11,5.92,Low
VND03889,0.199,0.092,19,11.64,Low
VND03890,0.288,0.241,3,21.17,Low
VND03891,0.204,0.084,16,11.52,Low
VND03892,0.109,0.376,7,19.39,Low
VND03893,0.189,0.014,5,8.12,Low
VND03894,0.181,0.086,15,10.69,Low
VND03895,0.156,0.038,19,7.78,Low
VND03896,0.096,0.294,5,15.57,Low
VND03897,0.149,0.048,13,7.91,Low
VND03898,0.266,0.323,19,23.56,Low
VND03899,0.075,0.207,10,11.29,Low
VND03900,0.275,0.137,3,16.46,Low
VND03901,0.294,0.187,0,19.23,Low
VND03902,0.113,0.225,6,13.52,Low
VND03903,0.044,0.212,7,10.21,Low
VND03904,0.14,0.093,2,9.33,Low
VND03905,0.127,0.15,3,11.06,Low
VND03906,0.073,0.137,3,8.41,Low
VND03907,0.1,0.142,6,9.7,Low
VND03908,0.091,0.163,14,10.13,Low
VND03909,0.111,0.309,14,16.79,Low
VND03910,0.035,0.309,11,13.73,Low
VND03911,0.229,0.056,13,11.42,Low
VND03912,0.199,0.335,5,21.38,Low
VND03913,0.258,0.085,17,13.73,Low
VND03914,0.106,0.12,4,9.05,Low
VND03915,0.213,0.043,6,10.22,Low
VND03916,0.248,0.077,19,13.01,Low
VND03917,0.046,0.164,20,8.39,Low
VND03918,0.115,0.128,18,9.71,Low
VND03919,0.235,0.197,10,17.28,Low
VND03920,0.173,0.204,15,15.1,Low
VND03921,0.223,0.331,3,22.15,Low
VND03922,0.003,0.371,7,14.94,Low
VND03923,0.158,0.36,4,20.72,Low
VND03924,0.114,0.161,9,11.02,Low
VND03925,0.239,0.36,13,23.99,Low
VND03926,0.011,0.294,19,12.2,Low
VND03927,0.207,0.015,2,8.87,Low
VND03928,0.227,0.326,9,22.13,Low
VND03929,0.151,0.052,7,8.15,Low
VND03930,0.104,0.163,20,10.71,Low
VND03931,0.219,0.164,8,15.29,Low
VND03932,0.13,0.055,18,7.39,Low
VND03933,0.005,0.255,12,10.38,Low
VND03934,0.038,0.364,20,16.07,Low
VND03935,0.285,0.142,10,17.08,Low
VND03936,0.002,0.315,13,12.69,Low
VND03937,0.164,0.01,11,6.93,Low
VND03938,0.08,0.27,0,14.01,Low
VND03939,0.245,0.142,2,15.46,Low
VND03940,0.034,0.354,11,15.5,Low
VND03941,0.085,0.193,2,11.12,Low
VND03942,0.259,0.026,2,11.42,Low
VND03943,0.284,0.283,6,22.68,Low
VND03944,0.052,0.187,9,9.56,Low
VND03945,0.056,0.032,4,3.5,Low
VND03946,0.098,0.158,9,10.27,Low
VND03947,0.002,0.124,20,5.01,Low
VND03948,0.141,0.113,15,10.15,Low
VND03949,0.005,0.186,5,7.6,Low
VND03950,0.239,0.354,5,23.73,Low
VND03951,0.138,0.191,5,13.15,Low
VND03952,0.185,0.198,13,15.35,Low
VND03953,0.12,0.376,11,19.86,Low
VND03954,0.296,0.189,6,19.38,Low
VND03955,0.188,0.313,7,20.04,Low
VND03956,0.102,0.126,4,9.14,Low
VND03957,0.286,0.363,4,25.94,Medium
VND03958,0.297,0.202,5,19.93,Low
VND03959,0.284,0.026,1,12.4,Low
VND03960,0.018,0.28,0,11.92,Low
VND03961,0.004,0.182,18,7.46,Low
VND03962,0.25,0.245,3,19.79,Low
VND03963,0.08,0.023,9,4.13,Low
VND03964,0.253,0.083,2,13.42,Low
VND03965,0.257,0.047,4,12.16,Low
VND03966,0.184,0.186,20,14.81,Low
VND03967,0.042,0.084,4,5.05,Low
VND03968,0.049,0.059,20,4.32,Low
VND03969,0.006,0.165,18,6.81,Low
VND03970,0.129,0.072,14,8.02,Low
VND03971,0.262,0.128,14,15.62,Low
VND03972,0.287,0.083,4,14.79,Low
VND03973,0.144,0.148,13,11.7,Low
VND03974,0.08,0.332,3,16.47,Low
VND03975,0.081,0.231,4,12.5,Low
VND03976,0.197,0.098,20,11.81,Low
VND03977,0.164,0.1,11,10.56,Low
VND03978,0.087,0.234,20,12.84,Low
VND03979,0.092,0.041,16,5.32,Low
VND03980,0.279,0.197,4,19.07,Low
VND03981,0.172,0.362,13,21.38,Low
VND03982,0.299,0.293,9,23.66,Low
VND03983,0.289,0.152,5,17.65,Low
VND03984,0.126,0.084,6,8.39,Low
VND03985,0.296,0.31,10,24.22,Low
VND03986,0.029,0.387,10,16.64,Low
VND03987,0.259,0.331,4,23.6,Low
VND03988,0.049,0.165,11,8.59,Low
VND03989,0.012,0.039,15,2.03,Low
VND03990,0.043,0.4,12,17.71,Low
VND03991,0.229,0.112,20,13.66,Low
VND03992,0.276,0.198,20,18.93,Low
VND03993,0.059,0.007,2,2.65,Low
VND03994,0.26,0.175,20,17.4,Low
VND03995,0.222,0.267,15,19.57,Low
VND03996,0.118,0.267,19,15.39,Low
VND03997,0.167,0.169,7,13.48,Low
VND03998,0.095,0.331,20,17.04,Low
VND03999,0.294,0.309,9,24.14,Low
VND04000,0.177,0.158,10,13.4,Low
VND04001,0.074,0.201,15,11.0,Low
VND04002,0.278,0.378,17,26.22,Medium
VND04003,0.145,0.159,15,12.17,Low
VND04004,0.07,0.301,12,14.82,Low
VND04005,0.282,0.262,12,21.76,Low
VND04006,0.171,0.052,8,8.95,Low
VND04007,0.145,0.233,5,15.12,Low
VND04008,0.099,0.198,7,11.89,Low
VND04009,0.148,0.193,13,13.62,Low
VND04010,0.129,0.335,0,18.53,Low
VND04011,0.048,0.198,8,9.86,Low
VND04012,0.126,0.149,5,10.98,Low
VND04013,0.284,0.345,2,25.15,Medium
VND04014,0.062,0.003,11,2.58,Low
VND04015,0.233,0.281,5,20.57,Low
VND04016,0.272,0.182,2,18.17,Low
VND04017,0.075,0.337,7,16.45,Low
VND04018,0.018,0.362,15,15.23,Low
VND04019,0.015,0.362,1,15.07,Low
VND04020,0.159,0.073,9,9.3,Low
VND04021,0.26,0.13,1,15.58,Low
VND04022,0.26,0.379,15,25.55,Medium
VND04023,0.289,0.054,1,13.71,Low
VND04024,0.274,0.378,18,26.1,Medium
VND04025,0.251,0.378,0,25.17,Medium
VND04026,0.011,0.18,17,7.64,Low
VND04027,0.145,0.386,17,21.24,Low
VND04028,0.19,0.077,3,10.67,Low
VND04029,0.071,0.379,10,18.03,Low
VND04030,0.13,0.326,0,18.24,Low
VND04031,0.243,0.131,10,14.94,Low
VND04032,0.264,0.286,2,22.01,Low
VND04033,0.225,0.262,18,19.47,Low
VND04034,0.191,0.094,7,11.39,Low
VND04035,0.155,0.233,14,15.5,Low
VND04036,0.08,0.302,10,15.28,Low
VND04037,0.2,0.179,13,15.14,Low
VND04038,0.128,0.034,10,6.47,Low
VND04039,0.198,0.315,17,20.53,Low
VND04040,0.037,0.277,4,12.53,Low
VND04041,0.262,0.39,0,26.07,Medium
VND04042,0.08,0.231,8,12.44,Low
VND04043,0.055,0.105,13,6.41,Low
VND04044,0.198,0.087,20,11.41,Low
VND04045,0.062,0.14,19,8.09,Low
VND04046,0.258,0.304,4,22.48,Low
VND04047,0.053,0.013,20,2.63,Low
VND04048,0.215,0.109,4,12.93,Low
VND04049,0.111,0.068,6,7.13,Low
VND04050,0.092,0.363,8,18.19,Low
VND04051,0.19,0.235,15,16.98,Low
VND04052,0.298,0.374,9,26.9,Medium
VND04053,0.25,0.219,18,18.76,Low
VND04054,0.032,0.353,5,15.39,Low
VND04055,0.259,0.125,13,15.38,Low
VND04056,0.209,0.149,10,14.32,Low
VND04057,0.183,0.022,1,8.23,Low
VND04058,0.091,0.236,1,13.09,Low
VND04059,0.159,0.155,13,12.57,Low
VND04060,0.161,0.197,1,14.32,Low
VND04061,0.078,0.349,15,17.1,Low
VND04062,0.154,0.285,20,17.54,Low
VND04063,0.056,0.14,13,7.82,Low
VND04064,0.111,0.314,10,17.0,Low
VND04065,0.08,0.341,11,16.86,Low
VND04066,0.014,0.269,2,11.32,Low
VND04067,0.099,0.297,8,15.85,Low
VND04068,0.111,0.224,12,13.42,Low
VND04069,0.246,0.267,5,20.54,Low
VND04070,0.038,0.37,10,16.3,Low
VND04071,0.21,0.282,19,19.69,Low
VND04072,0.097,0.045,11,5.69,Low
VND04073,0.159,0.128,4,11.48,Low
VND04074,0.032,0.24,4,10.86,Low
VND04075,0.164,0.296,19,18.41,Low
VND04076,0.142,0.285,13,17.09,Low
VND04077,0.096,0.371,7,18.69,Low
VND04078,0.152,0.366,20,20.69,Low
VND04079,0.266,0.353,10,24.75,Low
VND04080,0.218,0.227,2,17.8,Low
VND04081,0.032,0.296,5,13.14,Low
VND04082,0.29,0.262,10,22.11,Low
VND04083,0.103,0.202,20,12.18,Low
VND04084,0.196,0.335,0,21.26,Low
VND04085,0.065,0.118,8,7.33,Low
VND04086,0.145,0.387,20,21.28,Low
VND04087,0.144,0.034,15,7.12,Low
VND04088,0.093,0.219,2,12.48,Low
VND04089,0.041,0.383,3,16.97,Low
VND04090,0.198,0.007,16,8.2,Low
VND04091,0.132,0.063,18,7.81,Low
VND04092,0.161,0.152,5,12.49,Low
VND04093,0.134,0.291,4,16.98,Low
VND04094,0.204,0.299,7,20.1,Low
VND04095,0.031,0.115,5,5.85,Low
VND04096,0.141,0.172,0,12.54,Low
VND04097,0.119,0.264,18,15.31,Low
VND04098,0.202,0.177,17,15.17,Low
VND04099,0.26,0.113,13,14.92,Low
VND04100,0.033,0.143,4,7.06,Low
VND04101,0.211,0.299,16,20.4,Low
VND04102,0.165,0.221,16,15.42,Low
VND04103,0.166,0.022,2,7.53,Low
VND04104,0.21,0.117,14,13.09,Low
VND04105,0.014,0.385,19,15.98,Low
VND04106,0.017,0.328,17,13.82,Low
VND04107,0.069,0.177,15,9.84,Low
VND04108,0.05,0.057,15,4.29,Low
VND04109,0.143,0.214,17,14.3,Low
VND04110,0.042,0.023,12,2.62,Low
VND04111,0.275,0.048,3,12.94,Low
VND04112,0.239,0.33,11,22.77,Low
VND04113,0.287,0.266,2,22.12,Low
VND04114,0.153,0.123,7,11.05,Low
VND04115,0.095,0.144,17,9.55,Low
VND04116,0.233,0.082,13,12.6,Low
VND04117,0.27,0.024,0,11.77,Low
VND04118,0.147,0.036,5,7.32,Low
VND04119,0.161,0.216,19,15.05,Low
VND04120,0.111,0.158,14,10.75,Low
VND04121,0.269,0.04,4,12.36,Low
VND04122,0.027,0.002,13,1.14,Low
VND04123,0.021,0.21,13,9.22,Low
VND04124,0.164,0.359,19,20.91,Low
VND04125,0.045,0.359,7,16.19,Low
VND04126,0.005,0.389,4,15.74,Low
VND04127,0.051,0.291,20,13.71,Low
VND04128,0.178,0.196,13,14.96,Low
VND04129,0.114,0.071,14,7.41,Low
VND04130,0.216,0.144,6,14.39,Low
VND04131,0.257,0.023,16,11.18,Low
VND04132,0.258,0.193,14,18.07,Low
VND04133,0.212,0.353,11,22.58,Low
VND04134,0.209,0.056,4,10.62,Low
VND04135,0.04,0.071,10,4.43,Low
VND04136,0.055,0.205,11,10.41,Low
VND04137,0.064,0.351,4,16.61,Low
VND04138,0.149,0.275,9,16.96,Low
VND04139,0.245,0.377,20,24.88,Low
VND04140,0.071,0.261,17,13.3,Low
VND04141,0.249,0.074,9,12.93,Low
VND04142,0.272,0.229,18,20.01,Low
VND04143,0.188,0.182,4,14.78,Low
VND04144,0.221,0.23,2,18.06,Low
VND04145,0.276,0.21,20,19.43,Low
VND04146,0.028,0.37,18,15.94,Low
VND04147,0.24,0.316,11,22.23,Low
VND04148,0.25,0.333,20,23.34,Low
VND04149,0.245,0.318,4,22.54,Low
VND04150,0.172,0.141,1,12.5,Low
VND04151,0.116,0.036,12,6.1,Low
VND04152,0.136,0.096,19,9.26,Low
VND04153,0.088,0.073,7,6.42,Low
VND04154,0.145,0.286,12,17.24,Low
VND04155,0.175,0.1,12,10.98,Low
VND04156,0.237,0.283,9,20.82,Low
VND04157,0.144,0.069,4,8.53,Low
VND04158,0.062,0.2,4,10.46,Low
VND04159,0.112,0.302,20,16.59,Low
VND04160,0.055,0.061,8,4.66,Low
VND04161,0.227,0.228,16,18.2,Low
VND04162,0.175,0.024,6,7.94,Low
VND04163,0.103,0.056,17,6.37,Low
VND04164,0.01,0.157,2,6.65,Low
VND04165,0.266,0.028,16,11.76,Low
VND04166,0.297,0.266,2,22.53,Low
VND04167,0.28,0.042,3,12.86,Low
VND04168,0.147,0.23,13,15.1,Low
VND04169,0.094,0.293,8,15.5,Low
VND04170,0.163,0.257,9,16.83,Low
VND04171,0.078,0.244,4,12.85,Low
VND04172,0.293,0.347,10,25.63,Medium
VND04173,0.017,0.069,9,3.47,Low
VND04174,0.111,0.303,11,16.57,Low
VND04175,0.07,0.11,13,7.21,Low
VND04176,0.104,0.33,0,17.38,Low
VND04177,0.144,0.31,1,18.16,Low
VND04178,0.129,0.173,17,12.08,Low
VND04179,0.153,0.226,7,15.17,Low
VND04180,0.047,0.324,6,14.85,Low
VND04181,0.147,0.184,18,13.25,Low
VND04182,0.281,0.296,11,23.06,Low
VND04183,0.297,0.283,12,23.22,Low
VND04184,0.025,0.015,1,1.59,Low
VND04185,0.186,0.373,20,22.39,Low
VND04186,0.079,0.192,18,10.82,Low
VND04187,0.092,0.389,19,19.25,Low
VND04188,0.144,0.142,11,11.44,Low
VND04189,0.132,0.194,1,13.04,Low
VND04190,0.28,0.155,19,17.38,Low
VND04191,0.084,0.156,18,9.62,Low
VND04192,0.165,0.052,15,8.69,Low
VND04193,0.218,0.396,0,24.57,Low
VND04194,0.121,0.054,15,7.01,Low
VND04195,0.252,0.09,10,13.68,Low
VND04196,0.283,0.002,9,11.39,Low
VND04197,0.081,0.137,12,8.72,Low
VND04198,0.178,0.376,3,22.15,Low
VND04199,0.18,0.347,16,21.07,Low
VND04200,0.267,0.34,4,24.28,Low
VND04201,0.084,0.336,7,16.81,Low
VND04202,0.169,0.39,5,22.36,Low
VND04203,0.296,0.221,19,20.67,Low
VND04204,0.124,0.212,12,13.44,Low
VND04205,0.132,0.27,6,16.1,Low
VND04206,0.114,0.321,6,17.4,Low
VND04207,0.193,0.103,16,11.83,Low
VND04208,0.26,0.232,17,19.69,Low
VND04209,0.253,0.084,8,13.47,Low
VND04210,0.188,0.164,18,14.07,Low
VND04211,0.201,0.301,19,20.1,Low
VND04212,0.149,0.094,10,9.72,Low
VND04213,0.194,0.355,11,21.96,Low
VND04214,0.277,0.392,6,26.73,Medium
VND04215,0.09,0.31,0,16.03,Low
VND04216,0.187,0.122,15,12.38,Low
VND04217,0.195,0.269,11,18.55,Low
VND04218,0.273,0.274,18,21.89,Low
VND04219,0.077,0.181,4,10.33,Low
VND04220,0.244,0.373,9,24.69,Low
VND04221,0.072,0.349,3,16.84,Low
VND04222,0.121,0.074,16,7.81,Low
VND04223,0.056,0.157,1,8.53,Low
VND04224,0.121,0.174,11,11.79,Low
VND04225,0.07,0.053,11,4.9,Low
VND04226,0.119,0.218,5,13.47,Low
VND04227,0.005,0.364,14,14.77,Low
VND04228,0.235,0.281,19,20.63,Low
VND04229,0.196,0.036,9,9.3,Low
VND04230,0.133,0.207,17,13.59,Low
VND04231,0.01,0.392,1,16.08,Low
VND04232,0.248,0.266,7,20.58,Low
VND04233,0.161,0.222,4,15.32,Low
VND04234,0.231,0.252,13,19.33,Low
VND04235,0.195,0.12,18,12.58,Low
VND04236,0.049,0.295,15,13.77,Low
VND04237,0.079,0.009,19,3.53,Low
VND04238,0.182,0.163,3,13.81,Low
VND04239,0.153,0.362,9,20.59,Low
VND04240,0.034,0.06,13,3.76,Low
VND04241,0.097,0.351,14,17.9,Low
VND04242,0.288,0.261,0,21.97,Low
VND04243,0.033,0.199,3,9.27,Low
VND04244,0.012,0.141,11,6.14,Low
VND04245,0.05,0.363,17,16.5,Low
VND04246,0.226,0.355,5,23.21,Low
VND04247,0.182,0.076,19,10.29,Low
VND04248,0.284,0.28,9,22.56,Low
VND04249,0.265,0.322,0,23.51,Low
VND04250,0.175,0.189,0,14.56,Low
VND04251,0.052,0.016,8,2.73,Low
VND04252,0.152,0.273,13,17.01,Low
VND04253,0.169,0.003,14,6.87,Low
VND04254,0.138,0.071,3,8.38,Low
VND04255,0.258,0.265,13,20.92,Low
VND04256,0.288,0.374,11,26.48,Medium
VND04257,0.053,0.124,5,7.06,Low
VND04258,0.099,0.383,17,19.29,Low
VND04259,0.048,0.014,4,2.51,Low
VND04260,0.291,0.144,11,17.43,Low
VND04261,0.175,0.214,10,15.58,Low
VND04262,0.027,0.205,5,9.27,Low
VND04263,0.157,0.211,19,14.75,Low
VND04264,0.255,0.396,6,26.05,Medium
VND04265,0.085,0.224,3,12.36,Low
VND04266,0.233,0.127,18,14.37,Low
VND04267,0.29,0.028,20,12.73,Low
VND04268,0.222,0.173,14,15.82,Low
VND04269,0.077,0.282,16,14.37,Low
VND04270,0.256,0.297,1,22.11,Low
VND04271,0.161,0.334,19,19.77,Low
VND04272,0.047,0.041,0,3.51,Low
VND04273,0.132,0.172,15,12.15,Low
VND04274,0.055,0.376,5,17.24,Low
VND04275,0.019,0.186,9,8.2,Low
VND04276,0.204,0.255,7,18.38,Low
VND04277,0.167,0.14,12,12.26,Low
VND04278,0.039,0.107,10,5.85,Low
VND04279,0.206,0.065,4,10.81,Low
VND04280,0.06,0.261,19,12.84,Low
VND04281,0.125,0.25,5,15.03,Low
VND04282,0.123,0.331,8,18.14,Low
VND04283,0.176,0.004,6,7.17,Low
VND04284,0.274,0.058,2,13.3,Low
VND04285,0.041,0.344,20,15.39,Low
VND04286,0.153,0.031,1,7.36,Low
VND04287,0.147,0.314,2,18.45,Low
VND04288,0.241,0.275,1,20.66,Low
VND04289,0.218,0.113,8,13.21,Low
VND04290,0.009,0.257,0,10.66,Low
VND04291,0.242,0.183,4,17.01,Low
VND04292,0.078,0.376,16,18.14,Low
VND04293,0.01,0.31,6,12.8,Low
VND04294,0.01,0.145,3,6.2,Low
VND04295,0.218,0.225,13,17.73,Low
VND04296,0.294,0.299,8,23.68,Low
VND04297,0.082,0.293,4,14.98,Low
VND04298,0.167,0.255,9,16.88,Low
VND04299,0.221,0.098,2,12.75,Low
VND04300,0.175,0.333,18,20.28,Low
VND04301,0.218,0.021,14,9.55,Low
VND04302,0.151,0.009,9,6.38,Low
VND04303,0.147,0.389,9,21.42,Low
VND04304,0.032,0.057,6,3.54,Low
VND04305,0.256,0.196,19,18.07,Low
VND04306,0.025,0.017,16,1.7,Low
VND04307,0.268,0.295,12,22.51,Low
VND04308,0.216,0.124,11,13.58,Low
VND04309,0.188,0.062,5,10.04,Low
VND04310,0.144,0.152,5,11.84,Low
VND04311,0.272,0.16,6,17.28,Low
VND04312,0.226,0.379,19,24.19,Low
VND04313,0.123,0.231,9,14.15,Low
VND04314,0.194,0.175,5,14.73,Low
VND04315,0.293,0.366,14,26.38,Medium
VND04316,0.008,0.116,6,4.96,Low
VND04317,0.156,0.066,13,8.91,Low
VND04318,0.124,0.353,18,19.08,Low
VND04319,0.202,0.082,17,11.35,Low
VND04320,0.026,0.272,17,11.92,Low
VND04321,0.244,0.251,15,19.8,Low
VND04322,0.244,0.125,10,14.77,Low
VND04323,0.055,0.138,19,7.73,Low
VND04324,0.025,0.208,20,9.35,Low
VND04325,0.208,0.058,19,10.63,Low
VND04326,0.245,0.138,8,15.34,Low
VND04327,0.018,0.1,8,4.73,Low
VND04328,0.063,0.145,17,8.31,Low
VND04329,0.272,0.189,17,18.46,Low
VND04330,0.001,0.282,12,11.33,Low
VND04331,0.271,0.382,2,26.11,Medium
VND04332,0.075,0.078,17,6.1,Low
VND04333,0.072,0.354,13,17.03,Low
VND04334,0.258,0.253,7,20.44,Low
VND04335,0.276,0.012,6,11.51,Low
VND04336,0.134,0.101,18,9.39,Low
VND04337,0.101,0.316,2,16.65,Low
VND04338,0.183,0.325,6,20.32,Low
VND04339,0.017,0.093,20,4.43,Low
VND04340,0.266,0.311,4,23.08,Low
VND04341,0.165,0.321,0,19.43,Low
VND04342,0.265,0.026,4,11.65,Low
VND04343,0.27,0.077,19,13.9,Low
VND04344,0.025,0.397,11,16.89,Low
VND04345,0.25,0.151,13,16.06,Low
VND04346,0.161,0.392,16,22.12,Low
VND04347,0.026,0.082,4,4.34,Low
VND04348,0.003,0.147,1,5.99,Low
VND04349,0.14,0.187,2,13.07,Low
VND04350,0.08,0.243,16,12.89,Low
VND04351,0.217,0.203,15,16.81,Low
VND04352,0.182,0.307,1,19.57,Low
VND04353,0.006,0.332,18,13.54,Low
VND04354,0.172,0.346,0,20.72,Low
VND04355,0.168,0.076,5,9.74,Low
VND04356,0.22,0.116,1,13.42,Low
VND04357,0.034,0.205,8,9.57,Low
VND04358,0.167,0.181,19,13.93,Low
VND04359,0.179,0.291,3,18.81,Low
VND04360,0.078,0.216,9,11.75,Low
VND04361,0.188,0.013,20,8.02,Low
VND04362,0.169,0.34,16,20.37,Low
VND04363,0.154,0.294,7,17.91,Low
VND04364,0.136,0.019,16,6.17,Low
VND04365,0.097,0.326,8,16.92,Low
VND04366,0.039,0.139,10,7.12,Low
VND04367,0.01,0.227,1,9.48,Low
VND04368,0.276,0.25,16,21.04,Low
VND04369,0.067,0.169,3,9.44,Low
VND04370,0.201,0.164,13,14.61,Low
VND04371,0.095,0.389,4,19.35,Low
VND04372,0.221,0.203,1,16.94,Low
VND04373,0.084,0.065,1,5.96,Low
VND04374,0.289,0.048,8,13.49,Low
VND04375,0.195,0.379,16,22.96,Low
VND04376,0.148,0.211,8,14.35,Low
VND04377,0.258,0.206,16,18.58,Low
VND04378,0.061,0.167,18,9.09,Low
VND04379,0.157,0.03,8,7.5,Low
VND04380,0.069,0.116,11,7.38,Low
VND04381,0.156,0.122,12,11.12,Low
VND04382,0.257,0.361,0,24.73,Low
VND04383,0.133,0.364,16,19.85,Low
VND04384,0.274,0.114,0,15.51,Low
VND04385,0.275,0.192,11,18.68,Low
VND04386,0.079,0.269,7,13.92,Low
VND04387,0.281,0.319,10,24.02,Low
VND04388,0.137,0.219,4,14.24,Low
VND04389,0.083,0.189,18,10.9,Low
VND04390,0.286,0.349,15,25.39,Medium
VND04391,0.298,0.326,6,24.97,Low
VND04392,0.172,0.116,19,11.55,Low
VND04393,0.106,0.345,3,18.06,Low
VND04394,0.175,0.042,2,8.68,Low
VND04395,0.155,0.279,7,17.35,Low
VND04396,0.257,0.168,17,16.99,Low
VND04397,0.173,0.268,0,17.67,Low
VND04398,0.07,0.215,13,11.38,Low
VND04399,0.127,0.06,9,7.49,Low
VND04400,0.17,0.091,13,10.46,Low
VND04401,0.189,0.109,5,11.92,Low
VND04402,0.149,0.31,4,18.38,Low
VND04403,0.238,0.341,17,23.18,Low
VND04404,0.228,0.238,8,18.62,Low
VND04405,0.187,0.222,15,16.37,Low
VND04406,0.132,0.367,13,19.94,Low
VND04407,0.129,0.318,15,17.88,Low
VND04408,0.198,0.201,6,15.98,Low
VND04409,0.255,0.286,10,21.64,Low
VND04410,0.206,0.283,11,19.56,Low
VND04411,0.109,0.236,0,13.83,Low
VND04412,0.01,0.221,0,9.24,Low
VND04413,0.259,0.008,10,10.69,Low
VND04414,0.256,0.094,19,13.98,Low
VND04415,0.057,0.041,6,3.91,Low
VND04416,0.261,0.076,12,13.48,Low
VND04417,0.26,0.187,8,17.87,Low
VND04418,0.192,0.093,2,11.39,Low
VND04419,0.08,0.316,12,15.81,Low
VND04420,0.125,0.156,9,11.21,Low
VND04421,0.246,0.33,16,23.07,Low
VND04422,0.152,0.025,16,7.08,Low
VND04423,0.033,0.061,7,3.74,Low
VND04424,0.058,0.302,6,14.42,Low
VND04425,0.076,0.367,20,17.69,Low
VND04426,0.062,0.084,8,5.83,Low
VND04427,0.135,0.081,16,8.65,Low
VND04428,0.091,0.135,19,9.06,Low
